paperID,imageID,size,imagenumbers
10.1109@VAST.2011.6102460,10.1109@VAST.2011.6102460_07_03_T17.jpg,864880,1
10.1109@VAST.2011.6102460,10.1109@VAST.2011.6102460_07_04_T17.jpg,1505952,1
10.1109@VAST.2011.6102460,10.1109@VAST.2011.6102460_07_05_T17.jpg,363840,1
10.1109@VAST.2011.6102460,10.1109@VAST.2011.6102460_07_06_T17.jpg,530361,1
10.1109@VAST.2011.6102460,10.1109@VAST.2011.6102460_07_07_T17.jpg,363280,1
allpaper,10.1109@TVCG.2011.186,,12
10.1109@TVCG.2011.186,10.1109@TVCG.2011.186_12_01_T17.jpg,615672,1
10.1109@TVCG.2011.186,10.1109@TVCG.2011.186_12_02_T17.jpg,138048,1
10.1109@TVCG.2011.186,10.1109@TVCG.2011.186_12_03_T17.jpg,855657,1
10.1109@TVCG.2011.186,10.1109@TVCG.2011.186_12_04_T17.jpg,589687,1
10.1109@TVCG.2011.186,10.1109@TVCG.2011.186_12_05_T17.jpg,232825,1
10.1109@TVCG.2011.186,10.1109@TVCG.2011.186_12_06_T17.jpg,149296,1
10.1109@TVCG.2011.186,10.1109@TVCG.2011.186_12_07_T17.jpg,154356,1
10.1109@TVCG.2011.186,10.1109@TVCG.2011.186_12_08_T17.jpg,278120,1
10.1109@TVCG.2011.186,10.1109@TVCG.2011.186_12_09_T17.jpg,935171,1
10.1109@TVCG.2011.186,10.1109@TVCG.2011.186_12_10_T17.jpg,639933,1
10.1109@TVCG.2011.186,10.1109@TVCG.2011.186_12_11_T17.jpg,501513,1
10.1109@TVCG.2011.186,10.1109@TVCG.2011.186_12_12_T17.jpg,437017,1
allpaper,10.1109@TVCG.2011.250,,7
10.1109@TVCG.2011.250,10.1109@TVCG.2011.250_07_01_T13.jpg,1005074,1
10.1109@TVCG.2011.250,10.1109@TVCG.2011.250_07_02_T13.jpg,559360,1
10.1109@TVCG.2011.250,10.1109@TVCG.2011.250_07_03_T13.jpg,682080,1
10.1109@TVCG.2011.250,10.1109@TVCG.2011.250_07_04_T13.jpg,673320,1
10.1109@TVCG.2011.250,10.1109@TVCG.2011.250_07_05_T13.jpg,1061424,1
10.1109@TVCG.2011.250,10.1109@TVCG.2011.250_07_06_T13.jpg,202044,1
10.1109@TVCG.2011.250,10.1109@TVCG.2011.250_07_07_T13.jpg,1453440,1
allpaper,10.1109@TVCG.2011.259,,9
10.1109@TVCG.2011.259,10.1109@TVCG.2011.259_09_01_T13.jpg,531300,1
10.1109@TVCG.2011.259,10.1109@TVCG.2011.259_09_02_T13.jpg,190960,1
10.1109@TVCG.2011.259,10.1109@TVCG.2011.259_09_03_T13.jpg,267168,1
10.1109@TVCG.2011.259,10.1109@TVCG.2011.259_09_04_T13.jpg,248682,1
10.1109@TVCG.2011.259,10.1109@TVCG.2011.259_09_05_T13.jpg,267835,1
10.1109@TVCG.2011.259,10.1109@TVCG.2011.259_09_06_T13.jpg,533686,1
10.1109@TVCG.2011.259,10.1109@TVCG.2011.259_09_07_T13.jpg,577031,1
10.1109@TVCG.2011.259,10.1109@TVCG.2011.259_09_08_T13.jpg,581394,1
10.1109@TVCG.2011.259,10.1109@TVCG.2011.259_09_09_T13.jpg,439168,1
allpaper,10.1109@TVCG.2011.229,,13
10.1109@TVCG.2011.229,10.1109@TVCG.2011.229_13_01_T17.jpg,220224,1
10.1109@TVCG.2011.229,10.1109@TVCG.2011.229_13_02_T17.jpg,198750,1
10.1109@TVCG.2011.229,10.1109@TVCG.2011.229_13_03_T17.jpg,176176,1
10.1109@TVCG.2011.229,10.1109@TVCG.2011.229_13_04_T17.jpg,498000,1
10.1109@TVCG.2011.229,10.1109@TVCG.2011.229_13_05_T17.jpg,202368,1
10.1109@TVCG.2011.229,10.1109@TVCG.2011.229_13_06_T17.jpg,234624,1
10.1109@TVCG.2011.229,10.1109@TVCG.2011.229_13_07_T17.jpg,105391,1
10.1109@TVCG.2011.229,10.1109@TVCG.2011.229_13_08_T17.jpg,119349,1
10.1109@TVCG.2011.229,10.1109@TVCG.2011.229_13_09_T17.jpg,348000,1
10.1109@TVCG.2011.229,10.1109@TVCG.2011.229_13_10_T17.jpg,122808,1
10.1109@TVCG.2011.229,10.1109@TVCG.2011.229_13_11_T17.jpg,203112,1
10.1109@TVCG.2011.229,10.1109@TVCG.2011.229_13_12_T17.jpg,121512,1
10.1109@TVCG.2011.229,10.1109@TVCG.2011.229_13_13_T17.jpg,129024,1
allpaper,10.1109@TVCG.2011.161,,10
10.1109@TVCG.2011.161,10.1109@TVCG.2011.161_10_01_T15.jpg,342930,1
10.1109@TVCG.2011.161,10.1109@TVCG.2011.161_10_02_T15.jpg,358900,1
10.1109@TVCG.2011.161,10.1109@TVCG.2011.161_10_03_T15.jpg,228950,1
10.1109@TVCG.2011.161,10.1109@TVCG.2011.161_10_04_T15.jpg,314160,1
10.1109@TVCG.2011.161,10.1109@TVCG.2011.161_10_05_T15.jpg,356680,1
10.1109@TVCG.2011.161,10.1109@TVCG.2011.161_10_06_T15.jpg,308962,1
10.1109@TVCG.2011.161,10.1109@TVCG.2011.161_10_07_T15.jpg,352800,1
10.1109@TVCG.2011.161,10.1109@TVCG.2011.161_10_08_T15.jpg,308792,1
10.1109@TVCG.2011.161,10.1109@TVCG.2011.161_10_09_T15.jpg,355200,1
10.1109@TVCG.2011.161,10.1109@TVCG.2011.161_10_10_T15.jpg,757925,1
allpaper,10.1109@TVCG.2011.173,,10
10.1109@TVCG.2011.173,10.1109@TVCG.2011.173_10_01_T15.jpg,311140,1
10.1109@TVCG.2011.173,10.1109@TVCG.2011.173_10_02_T15.jpg,466900,1
10.1109@TVCG.2011.173,10.1109@TVCG.2011.173_10_03_T15.jpg,172368,1
10.1109@TVCG.2011.173,10.1109@TVCG.2011.173_10_04_T15.jpg,282728,1
10.1109@TVCG.2011.173,10.1109@TVCG.2011.173_10_05_T15.jpg,1217245,1
10.1109@TVCG.2011.173,10.1109@TVCG.2011.173_10_06_T15.jpg,426580,1
10.1109@TVCG.2011.173,10.1109@TVCG.2011.173_10_07_T15.jpg,294774,1
10.1109@TVCG.2011.173,10.1109@TVCG.2011.173_10_08_T15.jpg,307038,1
10.1109@TVCG.2011.173,10.1109@TVCG.2011.173_10_09_T15.jpg,322566,1
10.1109@TVCG.2011.173,10.1109@TVCG.2011.173_10_10_T15.jpg,268644,1
allpaper,10.1109@TVCG.2011.182,,13
10.1109@TVCG.2011.182,10.1109@TVCG.2011.182_13_01_T15.jpg,884976,1
10.1109@TVCG.2011.182,10.1109@TVCG.2011.182_13_02_T15.jpg,257720,1
10.1109@TVCG.2011.182,10.1109@TVCG.2011.182_13_03_T15.jpg,1165592,1
10.1109@TVCG.2011.182,10.1109@TVCG.2011.182_13_04_T15.jpg,549840,1
10.1109@TVCG.2011.182,10.1109@TVCG.2011.182_13_05_T15.jpg,516200,1
10.1109@TVCG.2011.182,10.1109@TVCG.2011.182_13_06_T15.jpg,393720,1
10.1109@TVCG.2011.182,10.1109@TVCG.2011.182_13_07_T15.jpg,326900,1
10.1109@TVCG.2011.182,10.1109@TVCG.2011.182_13_08_T15.jpg,541832,1
10.1109@TVCG.2011.182,10.1109@TVCG.2011.182_13_09_T15.jpg,456471,1
10.1109@TVCG.2011.182,10.1109@TVCG.2011.182_13_10_T15.jpg,73500,1
10.1109@TVCG.2011.182,10.1109@TVCG.2011.182_13_11_T15.jpg,954375,1
10.1109@TVCG.2011.182,10.1109@TVCG.2011.182_13_12_T15.jpg,421025,1
10.1109@TVCG.2011.182,10.1109@TVCG.2011.182_13_13_T15.jpg,710397,1
allpaper,10.1109@TVCG.2011.198,,12
10.1109@TVCG.2011.198,10.1109@TVCG.2011.198_12_01_T15.jpg,443729,1
10.1109@TVCG.2011.198,10.1109@TVCG.2011.198_12_02_T15.jpg,253400,1
10.1109@TVCG.2011.198,10.1109@TVCG.2011.198_12_03_T15.jpg,238360,1
10.1109@TVCG.2011.198,10.1109@TVCG.2011.198_12_04_T15.jpg,280874,1
10.1109@TVCG.2011.198,10.1109@TVCG.2011.198_12_05_T15.jpg,272250,1
10.1109@TVCG.2011.198,10.1109@TVCG.2011.198_12_06_T15.jpg,279744,1
10.1109@TVCG.2011.198,10.1109@TVCG.2011.198_12_07_T15.jpg,384192,1
10.1109@TVCG.2011.198,10.1109@TVCG.2011.198_12_08_T15.jpg,282376,1
10.1109@TVCG.2011.198,10.1109@TVCG.2011.198_12_09_T15.jpg,300980,1
10.1109@TVCG.2011.198,10.1109@TVCG.2011.198_12_10_T15.jpg,519784,1
10.1109@TVCG.2011.198,10.1109@TVCG.2011.198_12_11_T15.jpg,240752,1
10.1109@TVCG.2011.198,10.1109@TVCG.2011.198_12_12_T15.jpg,228288,1
allpaper,10.1109@TVCG.2011.211,,11
10.1109@TVCG.2011.211,10.1109@TVCG.2011.211_11_01_T15.jpg,435875,1
10.1109@TVCG.2011.211,10.1109@TVCG.2011.211_11_02_T15.jpg,149126,1
10.1109@TVCG.2011.211,10.1109@TVCG.2011.211_11_03_T15.jpg,207111,1
10.1109@TVCG.2011.211,10.1109@TVCG.2011.211_11_04_T15.jpg,372986,1
10.1109@TVCG.2011.211,10.1109@TVCG.2011.211_11_05_T15.jpg,230660,1
10.1109@TVCG.2011.211,10.1109@TVCG.2011.211_11_06_T15.jpg,212040,1
10.1109@TVCG.2011.211,10.1109@TVCG.2011.211_11_07_T15.jpg,384800,1
10.1109@TVCG.2011.211,10.1109@TVCG.2011.211_11_08_T15.jpg,1222642,1
10.1109@TVCG.2011.211,10.1109@TVCG.2011.211_11_09_T15.jpg,470412,1
10.1109@TVCG.2011.211,10.1109@TVCG.2011.211_11_10_T15.jpg,570448,1
10.1109@TVCG.2011.211,10.1109@TVCG.2011.211_11_11_T15.jpg,263139,1
allpaper,10.1109@TVCG.2011.214,,14
10.1109@TVCG.2011.214,10.1109@TVCG.2011.214_14_01_T15.jpg,332220,1
10.1109@TVCG.2011.214,10.1109@TVCG.2011.214_14_02_T15.jpg,426213,1
10.1109@TVCG.2011.214,10.1109@TVCG.2011.214_14_03_T15.jpg,290680,1
10.1109@TVCG.2011.214,10.1109@TVCG.2011.214_14_04_T15.jpg,626560,1
10.1109@TVCG.2011.214,10.1109@TVCG.2011.214_14_05_T15.jpg,642936,1
10.1109@TVCG.2011.214,10.1109@TVCG.2011.214_14_06_T15.jpg,284256,1
10.1109@TVCG.2011.214,10.1109@TVCG.2011.214_14_07_T15.jpg,276096,1
10.1109@TVCG.2011.214,10.1109@TVCG.2011.214_14_08_T15.jpg,248148,1
10.1109@TVCG.2011.214,10.1109@TVCG.2011.214_14_09_T15.jpg,189720,1
10.1109@TVCG.2011.214,10.1109@TVCG.2011.214_14_10_T15.jpg,252816,1
10.1109@TVCG.2011.214,10.1109@TVCG.2011.214_14_11_T15.jpg,336432,1
10.1109@TVCG.2011.214,10.1109@TVCG.2011.214_14_12_T15.jpg,89286,1
10.1109@TVCG.2011.214,10.1109@TVCG.2011.214_14_13_T15.jpg,93888,1
10.1109@TVCG.2011.214,10.1109@TVCG.2011.214_14_14_T15.jpg,199465,1
allpaper,10.1109@TVCG.2011.216,,7
10.1109@TVCG.2011.216,10.1109@TVCG.2011.216_07_01_T15.jpg,405594,1
10.1109@TVCG.2011.216,10.1109@TVCG.2011.216_07_02_T15.jpg,498542,1
10.1109@TVCG.2011.216,10.1109@TVCG.2011.216_07_03_T15.jpg,82940,1
10.1109@TVCG.2011.216,10.1109@TVCG.2011.216_07_04_T15.jpg,587516,1
10.1109@TVCG.2011.216,10.1109@TVCG.2011.216_07_05_T15.jpg,133860,1
10.1109@TVCG.2011.216,10.1109@TVCG.2011.216_07_06_T15.jpg,363264,1
10.1109@TVCG.2011.216,10.1109@TVCG.2011.216_07_08_T15.jpg,542058,1
allpaper,10.1109@TVCG.2011.218,,13
10.1109@TVCG.2011.218,10.1109@TVCG.2011.218_13_01_T15.jpg,1129960,1
10.1109@TVCG.2011.218,10.1109@TVCG.2011.218_13_02_T15.jpg,294828,1
10.1109@TVCG.2011.218,10.1109@TVCG.2011.218_13_03_T15.jpg,120960,1
10.1109@TVCG.2011.218,10.1109@TVCG.2011.218_13_04_T15.jpg,198044,1
10.1109@TVCG.2011.218,10.1109@TVCG.2011.218_13_05_T15.jpg,171904,1
10.1109@TVCG.2011.218,10.1109@TVCG.2011.218_13_06_T15.jpg,138976,1
10.1109@TVCG.2011.218,10.1109@TVCG.2011.218_13_07_T15.jpg,96944,1
10.1109@TVCG.2011.218,10.1109@TVCG.2011.218_13_08_T15.jpg,164084,1
10.1109@TVCG.2011.218,10.1109@TVCG.2011.218_13_09_T15.jpg,386105,1
10.1109@TVCG.2011.218,10.1109@TVCG.2011.218_13_10_T15.jpg,435431,1
10.1109@TVCG.2011.218,10.1109@TVCG.2011.218_13_11_T15.jpg,1165808,1
10.1109@TVCG.2011.218,10.1109@TVCG.2011.218_13_12_T15.jpg,1406976,1
10.1109@TVCG.2011.218,10.1109@TVCG.2011.218_13_13_T15.jpg,2248704,1
allpaper,10.1109@TVCG.2011.258,,15
10.1109@TVCG.2011.258,10.1109@TVCG.2011.258_15_01_T15.jpg,701008,1
10.1109@TVCG.2011.258,10.1109@TVCG.2011.258_15_02_T15.jpg,149688,1
10.1109@TVCG.2011.258,10.1109@TVCG.2011.258_15_03_T15.jpg,149725,1
10.1109@TVCG.2011.258,10.1109@TVCG.2011.258_15_04_T15.jpg,293568,1
10.1109@TVCG.2011.258,10.1109@TVCG.2011.258_15_05_T15.jpg,208520,1
10.1109@TVCG.2011.258,10.1109@TVCG.2011.258_15_06_T15.jpg,208520,1
10.1109@TVCG.2011.258,10.1109@TVCG.2011.258_15_08_T15.jpg,55296,1
10.1109@TVCG.2011.258,10.1109@TVCG.2011.258_15_09_T15.jpg,353080,1
10.1109@TVCG.2011.258,10.1109@TVCG.2011.258_15_10_T15.jpg,172800,1
10.1109@TVCG.2011.258,10.1109@TVCG.2011.258_15_11_T15.jpg,374920,1
10.1109@TVCG.2011.258,10.1109@TVCG.2011.258_15_12_T15.jpg,216840,1
10.1109@TVCG.2011.258,10.1109@TVCG.2011.258_15_13_T15.jpg,219224,1
10.1109@TVCG.2011.258,10.1109@TVCG.2011.258_15_14_T15.jpg,513304,1
10.1109@TVCG.2011.258,10.1109@TVCG.2011.258_15_15_T15.jpg,760608,1
10.1109@TVCG.2011.258,10.1109@TVCG.2011.258_15_16_T15.jpg,167440,1
allpaper,10.1109@TVCG.2011.261,,19
10.1109@TVCG.2011.261,10.1109@TVCG.2011.261_19_01_T15.jpg,718500,1
10.1109@TVCG.2011.261,10.1109@TVCG.2011.261_19_02_T15.jpg,566840,1
10.1109@TVCG.2011.261,10.1109@TVCG.2011.261_19_03_T15.jpg,168266,1
10.1109@TVCG.2011.261,10.1109@TVCG.2011.261_19_04_T15.jpg,166583,1
10.1109@TVCG.2011.261,10.1109@TVCG.2011.261_19_05_T15.jpg,238464,1
10.1109@TVCG.2011.261,10.1109@TVCG.2011.261_19_06_T15.jpg,145600,1
10.1109@TVCG.2011.261,10.1109@TVCG.2011.261_19_07_T15.jpg,403200,1
10.1109@TVCG.2011.261,10.1109@TVCG.2011.261_19_08_T15.jpg,233856,1
10.1109@TVCG.2011.261,10.1109@TVCG.2011.261_19_09_T15.jpg,296528,1
10.1109@TVCG.2011.261,10.1109@TVCG.2011.261_19_10_T15.jpg,146757,1
10.1109@TVCG.2011.261,10.1109@TVCG.2011.261_19_11_T15.jpg,148608,1
10.1109@TVCG.2011.261,10.1109@TVCG.2011.261_19_12_T15.jpg,226021,1
10.1109@TVCG.2011.261,10.1109@TVCG.2011.261_19_13_T15.jpg,229125,1
10.1109@TVCG.2011.261,10.1109@TVCG.2011.261_19_14_T15.jpg,224640,1
10.1109@TVCG.2011.261,10.1109@TVCG.2011.261_19_15_T15.jpg,250600,1
10.1109@TVCG.2011.261,10.1109@TVCG.2011.261_19_16_T15.jpg,446424,1
10.1109@TVCG.2011.261,10.1109@TVCG.2011.261_19_17_T15.jpg,400400,1
10.1109@TVCG.2011.261,10.1109@TVCG.2011.261_19_18_T15.jpg,321900,1
10.1109@TVCG.2011.261,10.1109@TVCG.2011.261_19_19_T15.jpg,286412,1
allpaper,10.1109@VAST.2011.6102455,,10
10.1109@VAST.2011.6102455,10.1109@VAST.2011.6102455_10_01_T17.jpg,608688,1
10.1109@VAST.2011.6102455,10.1109@VAST.2011.6102455_10_02_T17.jpg,224064,1
10.1109@VAST.2011.6102455,10.1109@VAST.2011.6102455_10_03_T17.jpg,346744,1
10.1109@VAST.2011.6102455,10.1109@VAST.2011.6102455_10_04_T17.jpg,224848,1
10.1109@VAST.2011.6102455,10.1109@VAST.2011.6102455_10_05_T17.jpg,382900,1
10.1109@VAST.2011.6102455,10.1109@VAST.2011.6102455_10_06_T17.jpg,509780,1
10.1109@VAST.2011.6102455,10.1109@VAST.2011.6102455_10_07_T17.jpg,902609,1
10.1109@VAST.2011.6102455,10.1109@VAST.2011.6102455_10_08_T17.jpg,641700,1
10.1109@VAST.2011.6102455,10.1109@VAST.2011.6102455_10_09_T17.jpg,505037,1
10.1109@VAST.2011.6102455,10.1109@VAST.2011.6102455_10_11_T17.jpg,2187162,1
allpaper,10.1109@VAST.2011.6102461,,14
10.1109@VAST.2011.6102461,10.1109@VAST.2011.6102461_14_01_T17.jpg,1107351,1
10.1109@VAST.2011.6102461,10.1109@VAST.2011.6102461_14_02_T17.jpg,298110,1
10.1109@VAST.2011.6102461,10.1109@VAST.2011.6102461_14_03_T17.jpg,916350,1
10.1109@VAST.2011.6102461,10.1109@VAST.2011.6102461_14_04_T17.jpg,141668,1
10.1109@VAST.2011.6102461,10.1109@VAST.2011.6102461_14_05_T17.jpg,288724,1
10.1109@VAST.2011.6102461,10.1109@VAST.2011.6102461_14_06_T17.jpg,323840,1
10.1109@VAST.2011.6102461,10.1109@VAST.2011.6102461_14_07_T17.jpg,267840,1
10.1109@VAST.2011.6102461,10.1109@VAST.2011.6102461_14_08_T17.jpg,271875,1
10.1109@VAST.2011.6102461,10.1109@VAST.2011.6102461_14_09_T17.jpg,472650,1
10.1109@VAST.2011.6102461,10.1109@VAST.2011.6102461_14_10_T17.jpg,388415,1
10.1109@VAST.2011.6102461,10.1109@VAST.2011.6102461_14_11_T17.jpg,403126,1
10.1109@VAST.2011.6102461,10.1109@VAST.2011.6102461_14_12_T17.jpg,282408,1
10.1109@VAST.2011.6102461,10.1109@VAST.2011.6102461_14_13_T17.jpg,283968,1
10.1109@VAST.2011.6102461,10.1109@VAST.2011.6102461_14_14_T17.jpg,561568,1
allpaper,10.1109@TVCG.2011.164,,12
10.1109@TVCG.2011.164,10.1109@TVCG.2011.164_12_01_T16.jpg,1167888,1
10.1109@TVCG.2011.164,10.1109@TVCG.2011.164_12_02_T16.jpg,226920,1
10.1109@TVCG.2011.164,10.1109@TVCG.2011.164_12_03_T16.jpg,314760,1
10.1109@TVCG.2011.164,10.1109@TVCG.2011.164_12_05_T16.jpg,666216,1
10.1109@TVCG.2011.164,10.1109@TVCG.2011.164_12_06_T16.jpg,267264,1
10.1109@TVCG.2011.164,10.1109@TVCG.2011.164_12_07_T16.jpg,449920,1
10.1109@TVCG.2011.164,10.1109@TVCG.2011.164_12_08_T16.jpg,361130,1
10.1109@TVCG.2011.164,10.1109@TVCG.2011.164_12_09_T16.jpg,246560,1
10.1109@TVCG.2011.164,10.1109@TVCG.2011.164_12_10_T16.jpg,464256,1
10.1109@TVCG.2011.164,10.1109@TVCG.2011.164_12_11_T16.jpg,477648,1
10.1109@TVCG.2011.164,10.1109@TVCG.2011.164_12_12_T16.jpg,528200,1
10.1109@TVCG.2011.164,10.1109@TVCG.2011.164_12_13_T16.jpg,527505,1
allpaper,10.1109@TVCG.2011.168,,7
10.1109@TVCG.2011.168,10.1109@TVCG.2011.168_07_01_T16.jpg,725464,1
10.1109@TVCG.2011.168,10.1109@TVCG.2011.168_07_02_T16.jpg,650724,1
10.1109@TVCG.2011.168,10.1109@TVCG.2011.168_07_03_T16.jpg,787083,1
10.1109@TVCG.2011.168,10.1109@TVCG.2011.168_07_04_T16.jpg,499415,1
10.1109@TVCG.2011.168,10.1109@TVCG.2011.168_07_05_T16.jpg,460976,1
10.1109@TVCG.2011.168,10.1109@TVCG.2011.168_07_06_T16.jpg,190589,1
10.1109@TVCG.2011.168,10.1109@TVCG.2011.168_07_07_T16.jpg,1420480,1
allpaper,10.1109@TVCG.2011.170,,7
10.1109@TVCG.2011.170,10.1109@TVCG.2011.170_07_01_T16.jpg,1362092,1
10.1109@TVCG.2011.170,10.1109@TVCG.2011.170_07_02_T16.jpg,493920,1
10.1109@TVCG.2011.170,10.1109@TVCG.2011.170_07_03_T16.jpg,819008,1
10.1109@TVCG.2011.170,10.1109@TVCG.2011.170_07_04_T16.jpg,280500,1
10.1109@TVCG.2011.170,10.1109@TVCG.2011.170_07_05_T16.jpg,1621120,1
10.1109@TVCG.2011.170,10.1109@TVCG.2011.170_07_06_T16.jpg,738240,1
10.1109@TVCG.2011.170,10.1109@TVCG.2011.170_07_07_T16.jpg,289152,1
allpaper,10.1109@TVCG.2011.192,,11
10.1109@TVCG.2011.192,10.1109@TVCG.2011.192_11_01_T16.jpg,636363,1
10.1109@TVCG.2011.192,10.1109@TVCG.2011.192_11_02_T16.jpg,213720,1
10.1109@TVCG.2011.192,10.1109@TVCG.2011.192_11_03_T16.jpg,659555,1
10.1109@TVCG.2011.192,10.1109@TVCG.2011.192_11_04_T16.jpg,435448,1
10.1109@TVCG.2011.192,10.1109@TVCG.2011.192_11_05_T16.jpg,321057,1
10.1109@TVCG.2011.192,10.1109@TVCG.2011.192_11_06_T16.jpg,326267,1
10.1109@TVCG.2011.192,10.1109@TVCG.2011.192_11_07_T16.jpg,867328,1
10.1109@TVCG.2011.192,10.1109@TVCG.2011.192_11_08_T16.jpg,325800,1
10.1109@TVCG.2011.192,10.1109@TVCG.2011.192_11_09_T16.jpg,408564,1
10.1109@TVCG.2011.192,10.1109@TVCG.2011.192_11_10_T16.jpg,409512,1
10.1109@TVCG.2011.192,10.1109@TVCG.2011.192_11_11_T16.jpg,365904,1
allpaper,10.1109@TVCG.2011.203,,19
10.1109@TVCG.2011.203,10.1109@TVCG.2011.203_19_01_T16.jpg,400610,1
10.1109@TVCG.2011.203,10.1109@TVCG.2011.203_19_02_T16.jpg,134125,1
10.1109@TVCG.2011.203,10.1109@TVCG.2011.203_19_03_T16.jpg,263952,1
10.1109@TVCG.2011.203,10.1109@TVCG.2011.203_19_04_T16.jpg,67792,1
10.1109@TVCG.2011.203,10.1109@TVCG.2011.203_19_05_T16.jpg,150635,1
10.1109@TVCG.2011.203,10.1109@TVCG.2011.203_19_06_T16.jpg,461376,1
10.1109@TVCG.2011.203,10.1109@TVCG.2011.203_19_07_T16.jpg,192984,1
10.1109@TVCG.2011.203,10.1109@TVCG.2011.203_19_08_T16.jpg,243024,1
10.1109@TVCG.2011.203,10.1109@TVCG.2011.203_19_09_T16.jpg,181699,1
10.1109@TVCG.2011.203,10.1109@TVCG.2011.203_19_10_T16.jpg,189440,1
10.1109@TVCG.2011.203,10.1109@TVCG.2011.203_19_11_T16.jpg,389088,1
10.1109@TVCG.2011.203,10.1109@TVCG.2011.203_19_12_T16.jpg,510784,1
10.1109@TVCG.2011.203,10.1109@TVCG.2011.203_19_13_T16.jpg,1606824,1
10.1109@TVCG.2011.203,10.1109@TVCG.2011.203_19_14_T16.jpg,290697,1
10.1109@TVCG.2011.203,10.1109@TVCG.2011.203_19_15_T16.jpg,286760,1
10.1109@TVCG.2011.203,10.1109@TVCG.2011.203_19_16_T16.jpg,544448,1
10.1109@TVCG.2011.203,10.1109@TVCG.2011.203_19_17_T16.jpg,547344,1
10.1109@TVCG.2011.203,10.1109@TVCG.2011.203_19_18_T16.jpg,554880,1
10.1109@TVCG.2011.203,10.1109@TVCG.2011.203_19_19_T16.jpg,556032,1
allpaper,10.1109@TVCG.2011.207,,12
10.1109@TVCG.2011.207,10.1109@TVCG.2011.207_12_01_T16.jpg,681855,1
10.1109@TVCG.2011.207,10.1109@TVCG.2011.207_12_02_T16.jpg,604128,1
10.1109@TVCG.2011.207,10.1109@TVCG.2011.207_12_03_T16.jpg,226051,1
10.1109@TVCG.2011.207,10.1109@TVCG.2011.207_12_04_T16.jpg,131824,1
10.1109@TVCG.2011.207,10.1109@TVCG.2011.207_12_05_T16.jpg,184889,1
10.1109@TVCG.2011.207,10.1109@TVCG.2011.207_12_06_T16.jpg,381216,1
10.1109@TVCG.2011.207,10.1109@TVCG.2011.207_12_07_T16.jpg,208962,1
10.1109@TVCG.2011.207,10.1109@TVCG.2011.207_12_08_T16.jpg,695628,1
10.1109@TVCG.2011.207,10.1109@TVCG.2011.207_12_09_T16.jpg,644280,1
10.1109@TVCG.2011.207,10.1109@TVCG.2011.207_12_10_T16.jpg,252170,1
10.1109@TVCG.2011.207,10.1109@TVCG.2011.207_12_11_T16.jpg,271584,1
10.1109@TVCG.2011.207,10.1109@TVCG.2011.207_12_12_T16.jpg,1256085,1
allpaper,10.1109@TVCG.2011.208,,10
10.1109@TVCG.2011.208,10.1109@TVCG.2011.208_10_01_T16.jpg,917056,1
10.1109@TVCG.2011.208,10.1109@TVCG.2011.208_10_02_T16.jpg,235149,1
10.1109@TVCG.2011.208,10.1109@TVCG.2011.208_10_03_T16.jpg,132880,1
10.1109@TVCG.2011.208,10.1109@TVCG.2011.208_10_04_T16.jpg,296352,1
10.1109@TVCG.2011.208,10.1109@TVCG.2011.208_10_05_T16.jpg,626912,1
10.1109@TVCG.2011.208,10.1109@TVCG.2011.208_10_06_T16.jpg,254386,1
10.1109@TVCG.2011.208,10.1109@TVCG.2011.208_10_07_T16.jpg,1181840,1
10.1109@TVCG.2011.208,10.1109@TVCG.2011.208_10_08_T16.jpg,434896,1
10.1109@TVCG.2011.208,10.1109@TVCG.2011.208_10_09_T16.jpg,5260080,1
10.1109@TVCG.2011.208,10.1109@TVCG.2011.208_10_10_T16.jpg,363600,1
allpaper,10.1109@TVCG.2011.212,,14
10.1109@TVCG.2011.212,10.1109@TVCG.2011.212_14_01_T16.jpg,210267,1
10.1109@TVCG.2011.212,10.1109@TVCG.2011.212_14_02_T16.jpg,294360,1
10.1109@TVCG.2011.212,10.1109@TVCG.2011.212_14_03_T16.jpg,161406,1
10.1109@TVCG.2011.212,10.1109@TVCG.2011.212_14_04_T16.jpg,187986,1
10.1109@TVCG.2011.212,10.1109@TVCG.2011.212_14_05_T16.jpg,229881,1
10.1109@TVCG.2011.212,10.1109@TVCG.2011.212_14_06_T16.jpg,242535,1
10.1109@TVCG.2011.212,10.1109@TVCG.2011.212_14_07_T16.jpg,341050,1
10.1109@TVCG.2011.212,10.1109@TVCG.2011.212_14_08_T16.jpg,811800,1
10.1109@TVCG.2011.212,10.1109@TVCG.2011.212_14_09_T16.jpg,408672,1
10.1109@TVCG.2011.212,10.1109@TVCG.2011.212_14_10_T16.jpg,390960,1
10.1109@TVCG.2011.212,10.1109@TVCG.2011.212_14_11_T16.jpg,466640,1
10.1109@TVCG.2011.212,10.1109@TVCG.2011.212_14_12_T16.jpg,1208925,1
10.1109@TVCG.2011.212,10.1109@TVCG.2011.212_14_13_T16.jpg,925414,1
10.1109@TVCG.2011.212,10.1109@TVCG.2011.212_14_14_T16.jpg,573475,1
allpaper,10.1109@TVCG.2011.224,,12
10.1109@TVCG.2011.224,10.1109@TVCG.2011.224_12_01_T16.jpg,635304,1
10.1109@TVCG.2011.224,10.1109@TVCG.2011.224_12_02_T16.jpg,187096,1
10.1109@TVCG.2011.224,10.1109@TVCG.2011.224_12_03_T16.jpg,102330,1
